subspace_dim,test_acc,test_loss
1,0.09799999743700027,2.302584409713745
100,0.7073000073432922,0.9489733576774597
200,0.8213000297546387,0.5683080554008484
300,0.8959000110626221,0.3380044996738434
400,0.9157000184059143,0.2753239870071411
500,0.9262999892234802,0.25107359886169434
600,0.9430000185966492,0.1968909353017807
700,0.9452999830245972,0.17807233333587646
800,0.9383999705314636,0.2009669989347458
900,0.9534000158309937,0.1448829025030136
1000,0.9513000249862671,0.15588335692882538
1100,0.9645000100135803,0.11389139294624329
1200,0.9649999737739563,0.11687322705984116
1300,0.9641000032424927,0.1171678677201271
1400,0.9685999751091003,0.10455130785703659
1500,0.9620000123977661,0.11927752941846848
1600,0.9667999744415283,0.11244167387485504
